[2026-09-18 19:24:10]	[EmigProbe] shell attached 
[2026-09-18 19:26:44]	[EmigTest] DIFF B end turn turn=68 interval=99999 changed=58[0] C.bq.currentBuildProgress:255.12->468.71(+213.59) C.bq.currentTurnsLeft:2->1(-1) C.bq.percent:42->78(+36) C.bq.progress:255->468(+213) C.growth.currentFood:130.33->239.83(+109.5) C.growth.growthProgress:7.86->14.47(+6.61) C.growth.isReadyToExpand:1->0(-1) C.growth.isReadyToPlacePopulation:1->0(-1) C.happy.netHappinessPerTurn:30.01->2.01(-28) C.net.CULTURE:130->148.4(+18.4) C.net.FOOD:119.5->109.5(-10) C.net.GOLD:88.54->97.23(+8.69) C.net.HAPPINESS:30.01->2.01(-28) C.net.PRODUCTION:169->178(+9) C.yield.CULTURE:130->148.4(+18.4) C.yield.FOOD:119.5->109.5(-10) C.yield.GOLD:88.54->97.23(+8.69) C.yield.HAPPINESS:30.01->2.01(-28) C.yield.PRODUCTION:169->178(+9) P.civic.node.depthUnlocked:undefined->0 P.civic.node.maxDepth:undefined->2 P.civic.node.nodeType:undefined->1878136087 P.civic.node.progress:undefined->284 
[2026-09-18 19:26:44]	[EmigTest] DIFF B end turn turn=68 interval=99999 changed=58[1] P.civic.node.repeatedDepth:undefined->0 P.civic.node.state:undefined->3 P.civic.nodeCost:0->1300(+1300) P.civic.nodeKey:-1->1878136087(+1878136088) P.civic.turnsForNode:-1->4(+5) P.civic.turnsLeft:-1->4(+5) P.diploTreasury.diplomacyBalance:-15.64->0(+15.64) P.gold:1939.76->2538.89(+599.13) P.influence:-15.64->0(+15.64) P.life.CULTURE:10801.95->11046.84(+244.89) P.life.FOOD:31619->32861(+1242) P.life.GOLD:23890.54->24489.66(+599.12) P.life.HAPPINESS:15016.61->15700.17(+683.56) P.life.PRODUCTION:26733.59->27386.29(+652.7) P.life.SCIENCE:10394.63->10612.48(+217.85) P.net.CULTURE:238.25->244.89(+6.64) P.net.DIPLOMACY:-11.46->-22.69(-11.23) P.net.FOOD:1153->1242(+89) P.net.GOLD:777.04->599.13(-177.91) P.net.HAPPINESS:194.23->83.55(-110.68) P.net.PRODUCTION:693.16->652.7(-40.46) P.net.SCIENCE:263.11->217.86(-45.25) 
[2026-09-18 19:26:44]	[EmigTest] DIFF B end turn turn=68 interval=99999 changed=58[2] P.stats.numImprovedTiles:269->270(+1) P.stats.totalPopulation:438->442(+4) P.tech.node.progress:1394->1512(+118) P.tech.turnsForNode:3->2(-1) P.tech.turnsLeft:3->2(-1) P.treasury.goldBalance:1939.76->2538.89(+599.13) T.happy.netHappinessPerTurn:-17.65->-19.65(-2) T.net.GOLD:-1.54->-1.38(+0.16) T.net.HAPPINESS:-17.65->-19.65(-2) T.net.PRODUCTION:4.4->5.2(+0.8) T.yield.GOLD:-1.54->-1.38(+0.16) T.yield.HAPPINESS:-17.65->-19.65(-2) T.yield.PRODUCTION:4.4->5.2(+0.8) 
[2026-09-18 19:26:44]	[EmigTest] ENDTURN blocked (442844772) try 1 notes=["NOTIFICATION_PLAYER_DEFEATED","NOTIFICATION_VOLCANO_ERUPTS_SEV0","NOTIFICATION_CHOOSE_TOWN_PROJECT","NOTIFICATION_CHOOSE_TOWN_PROJECT","NOTIFICATION_CHOOSE_TOWN_PROJECT","NOTIFICATION_NEW_POPULATION","NOTIFICATION_COMMAND_UNITS"] 
[2026-09-18 19:26:48]	[EmigTest] ENDTURN blocked (442844772) try 2 notes=["NOTIFICATION_PLAYER_DEFEATED","NOTIFICATION_VOLCANO_ERUPTS_SEV0","NOTIFICATION_CHOOSE_TOWN_PROJECT","NOTIFICATION_CHOOSE_TOWN_PROJECT","NOTIFICATION_CHOOSE_TOWN_PROJECT","NOTIFICATION_NEW_POPULATION","NOTIFICATION_COMMAND_UNITS"] 
[2026-09-18 19:26:52]	[EmigTest] ENDTURN blocked (442844772) try 3 notes=["NOTIFICATION_PLAYER_DEFEATED","NOTIFICATION_VOLCANO_ERUPTS_SEV0","NOTIFICATION_CHOOSE_TOWN_PROJECT","NOTIFICATION_CHOOSE_TOWN_PROJECT","NOTIFICATION_CHOOSE_TOWN_PROJECT","NOTIFICATION_NEW_POPULATION","NOTIFICATION_COMMAND_UNITS"] 
[2026-09-18 19:26:56]	[EmigTest] ENDTURN blocked (442844772) try 4 notes=["NOTIFICATION_PLAYER_DEFEATED","NOTIFICATION_VOLCANO_ERUPTS_SEV0","NOTIFICATION_CHOOSE_TOWN_PROJECT","NOTIFICATION_CHOOSE_TOWN_PROJECT","NOTIFICATION_CHOOSE_TOWN_PROJECT","NOTIFICATION_NEW_POPULATION","NOTIFICATION_COMMAND_UNITS"] 
[2026-09-18 19:27:00]	[EmigTest] ENDTURN blocked (442844772) try 5 notes=["NOTIFICATION_PLAYER_DEFEATED","NOTIFICATION_VOLCANO_ERUPTS_SEV0","NOTIFICATION_CHOOSE_TOWN_PROJECT","NOTIFICATION_CHOOSE_TOWN_PROJECT","NOTIFICATION_CHOOSE_TOWN_PROJECT","NOTIFICATION_NEW_POPULATION","NOTIFICATION_COMMAND_UNITS"] 
[2026-09-18 19:27:00]	[EmigTest] ENDTURN still blocked: ONE AUTOPLAY TURN (the AI spends and assigns, so this turn's DIFF is polluted) 
[2026-09-18 19:27:16]	[EmigTest] TURN activated turn=69 autoplayTurnsUsed=3 
[2026-09-18 19:27:21]	[EmigTest] POPUP dismissing screen-wonder-complete-placard 
[2026-09-18 19:27:24]	[EmigTest] DIFF C quiet end turn (no grant this turn) turn=69 interval=99999 changed=60[0] C.bq.currentBuildProgress:468.71->0(-468.71) C.bq.currentBuildProgressRequired:600->0(-600) C.bq.currentProductionKind:-1504597204->0(+1504597204) C.bq.currentProductionTypeHash:-60631457->-1(+60631456) C.bq.currentTurnsLeft:1->-1(-2) C.bq.isEmpty:0->1(+1) C.bq.percent:78->0(-78) C.bq.previousProductionTypeHash:0->-60631457(-60631457) C.bq.progress:468->0(-468) C.growth.currentFood:239.83->353.82(+113.99) C.growth.growthProgress:14.47->21.35(+6.88) C.growth.turnsUntilGrowth:13->12(-1) C.happy.netHappinessPerTurn:2.01->18.01(+16) C.net.CULTURE:148.4->154(+5.6) C.net.FOOD:109.5->113.99(+4.49) C.net.HAPPINESS:2.01->18.01(+16) C.net.PRODUCTION:178->180(+2) C.yield.CULTURE:148.4->154(+5.6) C.yield.FOOD:109.5->113.99(+4.49) C.yield.HAPPINESS:2.01->18.01(+16) C.yield.PRODUCTION:178->180(+2) P.civic.node.progress:284->535(+251) 
[2026-09-18 19:27:24]	[EmigTest] DIFF C quiet end turn (no grant this turn) turn=69 interval=99999 changed=60[1] P.civic.turnsForNode:4->3(-1) P.civic.turnsLeft:4->3(-1) P.gold:2538.89->1463.1(-1075.79) P.life.CULTURE:11046.84->11297.93(+251.09) P.life.FOOD:32861->34190.98(+1329.98) P.life.GOLD:24489.66->25123.87(+634.21) P.life.HAPPINESS:15700.17->15780.06(+79.89) P.life.PRODUCTION:27386.29->28075.21(+688.92) P.life.SCIENCE:10612.48->10843.7(+231.22) P.net.CULTURE:244.89->268.85(+23.96) P.net.DIPLOMACY:-22.69->-9.32(+13.37) P.net.FOOD:1242->1329.98(+87.98) P.net.GOLD:599.13->763.55(+164.42) P.net.HAPPINESS:83.55->161.89(+78.34) P.net.PRODUCTION:652.7->753.04(+100.34) P.net.SCIENCE:217.86->256.4(+38.54) P.stats.numCities:3->4(+1) P.stats.numImprovedTiles:270->274(+4) P.stats.numTowns:26->25(-1) P.stats.settlementCap:22->23(+1) P.stats.totalPopulation:442->445(+3) P.tech.node.progress:1512->1743(+231) P.tech.turnsForNode:2->1(-1) 
[2026-09-18 19:27:24]	[EmigTest] DIFF C quiet end turn (no grant this turn) turn=69 interval=99999 changed=60[2] P.tech.turnsLeft:2->1(-1) P.treasury.goldBalance:2538.89->1463.1(-1075.79) T.happy.netHappinessPerTurn:-19.65->-14.65(+5) T.net.CULTURE:3.6->4.82(+1.22) T.net.DIPLOMACY:0.6->0.8(+0.2) T.net.GOLD:-1.38->2.28(+3.66) T.net.HAPPINESS:-19.65->-14.65(+5) T.net.PRODUCTION:5.2->6.96(+1.76) T.net.SCIENCE:3->4.02(+1.02) T.yield.CULTURE:3.6->4.82(+1.22) T.yield.DIPLOMACY:0.6->0.8(+0.2) T.yield.GOLD:-1.38->2.28(+3.66) T.yield.HAPPINESS:-19.65->-14.65(+5) T.yield.PRODUCTION:5.2->6.96(+1.76) T.yield.SCIENCE:3->4.02(+1.02) 
[2026-09-18 19:27:24]	[EmigTest] SUMMARY autoplayTurnsUsed=3 
[2026-09-18 19:27:24]	[EmigTest] DONE modtest152 finished 
